
 1.00895e+00  0.00000e+00
 1.00912e+00  1.18837e-03
 1.00932e+00  2.61441e-03
 1.00956e+00  4.32566e-03
 1.00985e+00  6.37916e-03
 1.01019e+00  8.84336e-03
 1.01061e+00  1.18004e-02
 1.01111e+00  1.53489e-02
 1.01170e+00  1.96070e-02
 1.01242e+00  2.47168e-02
 1.01328e+00  3.08485e-02
 1.01431e+00  3.82065e-02
 1.01555e+00  4.70362e-02
 1.01704e+00  5.76318e-02
 1.01882e+00  7.03466e-02
 1.02096e+00  8.56043e-02
 1.02353e+00  1.03913e-01
 1.02661e+00  1.25885e-01
 1.03031e+00  1.52250e-01
 1.03474e+00  1.83888e-01
 1.04007e+00  2.21854e-01
 1.04646e+00  2.67413e-01
 1.05413e+00  3.22084e-01
 1.06333e+00  3.87690e-01
 1.07437e+00  4.66416e-01
 1.08762e+00  5.60888e-01
 1.10151e+00  6.59918e-01
 1.11540e+00  7.58949e-01
 1.12929e+00  8.57980e-01
 1.14318e+00  9.57010e-01

 1.00080e+00  1.14516e-03
 1.00097e+00  2.33353e-03
 1.00117e+00  3.75957e-03
 1.00141e+00  5.47082e-03
 1.00170e+00  7.52432e-03
 1.00204e+00  9.98852e-03
 1.00246e+00  1.29456e-02
 1.00296e+00  1.64940e-02
 1.00355e+00  2.07522e-02
 1.00427e+00  2.58619e-02
 1.00513e+00  3.19936e-02
 1.00616e+00  3.93517e-02
 1.00740e+00  4.81814e-02
 1.00889e+00  5.87770e-02
 1.01067e+00  7.14917e-02
 1.01281e+00  8.67494e-02
 1.01538e+00  1.05059e-01
 1.01846e+00  1.27030e-01
 1.02216e+00  1.53395e-01
 1.02660e+00  1.85033e-01
 1.03192e+00  2.22999e-01
 1.03831e+00  2.68559e-01
 1.04598e+00  3.23230e-01
 1.05518e+00  3.88835e-01
 1.06622e+00  4.67561e-01
 1.07947e+00  5.62033e-01
 1.09336e+00  6.61063e-01
 1.10725e+00  7.60094e-01
 1.12114e+00  8.59125e-01
 1.13503e+00  9.58156e-01

 9.91024e-01  2.51243e-03
 9.91189e-01  3.70105e-03
 9.91387e-01  5.12739e-03
 9.91624e-01  6.83899e-03
 9.91909e-01  8.89292e-03
 9.92251e-01  1.13576e-02
 9.92662e-01  1.43153e-02
 9.93154e-01  1.78645e-02
 9.93745e-01  2.21235e-02
 9.94454e-01  2.72344e-02
 9.95305e-01  3.33674e-02
 9.96326e-01  4.07270e-02
 9.97551e-01  4.95585e-02
 9.99021e-01  6.01563e-02
 1.00079e+00  7.28737e-02
 1.00290e+00  8.81346e-02
 1.00544e+00  1.06448e-01
 1.00849e+00  1.28423e-01
 1.01215e+00  1.54794e-01
 1.01654e+00  1.86439e-01
 1.02181e+00  2.24413e-01
 1.02813e+00  2.69982e-01
 1.03572e+00  3.24664e-01
 1.04482e+00  3.90283e-01
 1.05574e+00  4.69026e-01
 1.06885e+00  5.63517e-01
 1.08259e+00  6.62569e-01
 1.09633e+00  7.61620e-01
 1.11007e+00  8.60671e-01
