
 1.00895e+00  5.00000e-02
 1.00912e+00  5.11263e-02
 1.00932e+00  5.24778e-02
 1.00956e+00  5.40996e-02
 1.00985e+00  5.60459e-02
 1.01019e+00  5.83813e-02
 1.01061e+00  6.11838e-02
 1.01111e+00  6.45469e-02
 1.01170e+00  6.85825e-02
 1.01242e+00  7.34253e-02
 1.01328e+00  7.92367e-02
 1.01431e+00  8.62103e-02
 1.01555e+00  9.45786e-02
 1.01704e+00  1.04621e-01
 1.01882e+00  1.16671e-01
 1.02096e+00  1.31131e-01
 1.02353e+00  1.48484e-01
 1.02661e+00  1.69307e-01
 1.03031e+00  1.94295e-01
 1.03475e+00  2.24280e-01
 1.04008e+00  2.60262e-01
 1.04647e+00  3.03441e-01
 1.05414e+00  3.55255e-01
 1.06334e+00  4.17433e-01
 1.07438e+00  4.92046e-01
 1.08764e+00  5.81581e-01
 1.10153e+00  6.75438e-01
 1.11542e+00  7.69294e-01
 1.12931e+00  8.63150e-01
 1.14321e+00  9.57007e-01

 1.00997e+00  5.00000e-02
 1.01014e+00  5.11263e-02
 1.01034e+00  5.24778e-02
 1.01058e+00  5.40996e-02
 1.01087e+00  5.60459e-02
 1.01121e+00  5.83813e-02
 1.01163e+00  6.11838e-02
 1.01213e+00  6.45469e-02
 1.01272e+00  6.85825e-02
 1.01344e+00  7.34253e-02
 1.01430e+00  7.92367e-02
 1.01533e+00  8.62103e-02
 1.01657e+00  9.45786e-02
 1.01806e+00  1.04621e-01
 1.01984e+00  1.16671e-01
 1.02198e+00  1.31131e-01
 1.02455e+00  1.48484e-01
 1.02763e+00  1.69307e-01
 1.03133e+00  1.94295e-01
 1.03577e+00  2.24280e-01
 1.04110e+00  2.60262e-01
 1.04749e+00  3.03441e-01
 1.05516e+00  3.55255e-01
 1.06436e+00  4.17433e-01
 1.07540e+00  4.92046e-01
 1.08866e+00  5.81581e-01
 1.10255e+00  6.75438e-01
 1.11644e+00  7.69294e-01
 1.13033e+00  8.63150e-01
 1.14423e+00  9.57007e-01

 1.01120e+00  5.00000e-02
 1.01137e+00  5.11263e-02
 1.01157e+00  5.24778e-02
 1.01181e+00  5.40996e-02
 1.01209e+00  5.60459e-02
 1.01244e+00  5.83813e-02
 1.01285e+00  6.11838e-02
 1.01335e+00  6.45469e-02
 1.01395e+00  6.85825e-02
 1.01467e+00  7.34253e-02
 1.01553e+00  7.92367e-02
 1.01656e+00  8.62103e-02
 1.01780e+00  9.45786e-02
 1.01928e+00  1.04621e-01
 1.02107e+00  1.16671e-01
 1.02321e+00  1.31131e-01
 1.02578e+00  1.48484e-01
 1.02886e+00  1.69307e-01
 1.03256e+00  1.94295e-01
 1.03700e+00  2.24280e-01
 1.04232e+00  2.60262e-01
 1.04871e+00  3.03441e-01
 1.05638e+00  3.55255e-01
 1.06558e+00  4.17433e-01
 1.07663e+00  4.92046e-01
 1.08988e+00  5.81581e-01
 1.10377e+00  6.75438e-01
 1.11767e+00  7.69294e-01
 1.13156e+00  8.63150e-01
 1.14545e+00  9.57007e-01

 1.01267e+00  5.00000e-02
 1.01284e+00  5.11263e-02
 1.01304e+00  5.24778e-02
 1.01328e+00  5.40996e-02
 1.01356e+00  5.60459e-02
 1.01391e+00  5.83813e-02
 1.01432e+00  6.11838e-02
 1.01482e+00  6.45469e-02
 1.01542e+00  6.85825e-02
 1.01614e+00  7.34253e-02
 1.01700e+00  7.92367e-02
 1.01803e+00  8.62103e-02
 1.01927e+00  9.45786e-02
 1.02075e+00  1.04621e-01
 1.02254e+00  1.16671e-01
 1.02468e+00  1.31131e-01
 1.02725e+00  1.48484e-01
 1.03033e+00  1.69307e-01
 1.03403e+00  1.94295e-01
 1.03846e+00  2.24280e-01
 1.04379e+00  2.60262e-01
 1.05018e+00  3.03441e-01
 1.05785e+00  3.55255e-01
 1.06705e+00  4.17433e-01
 1.07810e+00  4.92046e-01
 1.09135e+00  5.81581e-01
 1.10524e+00  6.75438e-01
 1.11914e+00  7.69294e-01
 1.13303e+00  8.63150e-01
 1.14692e+00  9.57007e-01

 1.01443e+00  5.00000e-02
 1.01460e+00  5.11263e-02
 1.01480e+00  5.24778e-02
 1.01504e+00  5.40996e-02
 1.01533e+00  5.60459e-02
 1.01567e+00  5.83813e-02
 1.01609e+00  6.11838e-02
 1.01659e+00  6.45469e-02
 1.01718e+00  6.85825e-02
 1.01790e+00  7.34253e-02
 1.01876e+00  7.92367e-02
 1.01979e+00  8.62103e-02
 1.02103e+00  9.45786e-02
 1.02252e+00  1.04621e-01
 1.02430e+00  1.16671e-01
 1.02644e+00  1.31131e-01
 1.02901e+00  1.48484e-01
 1.03209e+00  1.69307e-01
 1.03579e+00  1.94295e-01
 1.04023e+00  2.24280e-01
 1.04555e+00  2.60262e-01
 1.05195e+00  3.03441e-01
 1.05961e+00  3.55255e-01
 1.06882e+00  4.17433e-01
 1.07986e+00  4.92046e-01
 1.09311e+00  5.81581e-01
 1.10701e+00  6.75438e-01
 1.12090e+00  7.69294e-01
 1.13479e+00  8.63150e-01
 1.14868e+00  9.57007e-01

 1.01655e+00  5.00000e-02
 1.01672e+00  5.11263e-02
 1.01692e+00  5.24778e-02
 1.01716e+00  5.40996e-02
 1.01744e+00  5.60459e-02
 1.01779e+00  5.83813e-02
 1.01820e+00  6.11838e-02
 1.01870e+00  6.45469e-02
