3.906e-03 1.546e-01
1.172e-02 6.719e-01
1.953e-02 6.538e-01
2.734e-02 6.336e-01
3.516e-02 6.155e-01
4.297e-02 5.961e-01
5.078e-02 5.854e-01
5.859e-02 5.673e-01
6.641e-02 5.638e-01
7.422e-02 5.451e-01
8.203e-02 5.448e-01
8.984e-02 5.453e-01
9.766e-02 5.451e-01
1.055e-01 5.390e-01
1.133e-01 5.393e-01
1.211e-01 5.320e-01
1.289e-01 5.351e-01
1.367e-01 5.532e-01
1.445e-01 5.561e-01
1.523e-01 5.630e-01
1.602e-01 5.833e-01
1.680e-01 6.020e-01
1.758e-01 6.175e-01
1.836e-01 6.367e-01
1.914e-01 6.514e-01
1.992e-01 6.737e-01
2.070e-01 7.017e-01
2.148e-01 7.354e-01
2.227e-01 7.653e-01
2.305e-01 8.055e-01
2.383e-01 8.383e-01
2.461e-01 8.855e-01
2.539e-01 9.229e-01
2.617e-01 9.735e-01
2.695e-01 1.026e+00
2.773e-01 1.078e+00
2.852e-01 1.143e+00
2.930e-01 1.221e+00
3.008e-01 1.282e+00
3.086e-01 1.361e+00
3.164e-01 1.451e+00
3.242e-01 1.542e+00
3.320e-01 1.651e+00
3.398e-01 1.756e+00
3.477e-01 1.882e+00
3.555e-01 2.025e+00
3.633e-01 2.178e+00
3.711e-01 2.344e+00
3.789e-01 2.550e+00
3.867e-01 2.779e+00
3.945e-01 3.039e+00
4.023e-01 3.364e+00
4.102e-01 3.739e+00
4.180e-01 4.196e+00
4.258e-01 4.766e+00
4.336e-01 5.509e+00
4.414e-01 6.507e+00
4.492e-01 7.912e+00
4.570e-01 1.002e+01
4.648e-01 1.339e+01
4.727e-01 1.953e+01
4.805e-01 3.281e+01
4.883e-01 7.087e+01
4.961e-01 1.977e+02
5.039e-01 1.977e+02
5.117e-01 7.087e+01
5.195e-01 3.281e+01
5.273e-01 1.953e+01
5.352e-01 1.339e+01
5.430e-01 1.002e+01
5.508e-01 7.912e+00
5.586e-01 6.507e+00
5.664e-01 5.509e+00
5.742e-01 4.766e+00
5.820e-01 4.196e+00
5.898e-01 3.739e+00
5.977e-01 3.364e+00
6.055e-01 3.039e+00
6.133e-01 2.779e+00
6.211e-01 2.550e+00
6.289e-01 2.344e+00
6.367e-01 2.178e+00
6.445e-01 2.025e+00
6.523e-01 1.882e+00
6.602e-01 1.756e+00
6.680e-01 1.651e+00
6.758e-01 1.542e+00
6.836e-01 1.451e+00
6.914e-01 1.361e+00
6.992e-01 1.282e+00
7.070e-01 1.221e+00
7.148e-01 1.143e+00
7.227e-01 1.078e+00
7.305e-01 1.026e+00
7.383e-01 9.735e-01
7.461e-01 9.229e-01
7.539e-01 8.855e-01
7.617e-01 8.383e-01
7.695e-01 8.055e-01
7.773e-01 7.653e-01
7.852e-01 7.354e-01
7.930e-01 7.017e-01
8.008e-01 6.737e-01
8.086e-01 6.514e-01
8.164e-01 6.367e-01
8.242e-01 6.175e-01
8.320e-01 6.020e-01
8.398e-01 5.833e-01
8.477e-01 5.630e-01
8.555e-01 5.561e-01
8.633e-01 5.532e-01
8.711e-01 5.351e-01
8.789e-01 5.320e-01
8.867e-01 5.393e-01
8.945e-01 5.390e-01
9.023e-01 5.451e-01
9.102e-01 5.453e-01
9.180e-01 5.448e-01
9.258e-01 5.451e-01
9.336e-01 5.638e-01
9.414e-01 5.673e-01
9.492e-01 5.854e-01
9.570e-01 5.961e-01
9.648e-01 6.155e-01
9.727e-01 6.336e-01
9.805e-01 6.538e-01
9.883e-01 6.719e-01
9.961e-01 1.546e-01
