
 1.00895e+00  1.00000e-02
 1.00895e+00  8.57143e-03
 1.00895e+00  7.14286e-03
 1.00895e+00  5.71429e-03
 1.00895e+00  4.28571e-03
 1.00895e+00  2.85714e-03
 1.00895e+00  1.42857e-03
 1.00895e+00  0.00000e+00

 1.00997e+00  1.00000e-02
 1.00997e+00  8.57143e-03
 1.00997e+00  7.14286e-03
 1.00997e+00  5.71429e-03
 1.00997e+00  4.28571e-03
 1.00997e+00  2.85714e-03
 1.00997e+00  1.42857e-03
 1.00997e+00  0.00000e+00

 1.01120e+00  1.00000e-02
 1.01120e+00  8.57143e-03
 1.01120e+00  7.14286e-03
 1.01120e+00  5.71429e-03
 1.01120e+00  4.28571e-03
 1.01120e+00  2.85714e-03
 1.01120e+00  1.42857e-03
 1.01120e+00  0.00000e+00

 1.01267e+00  1.00000e-02
 1.01267e+00  8.57143e-03
 1.01267e+00  7.14286e-03
 1.01267e+00  5.71429e-03
 1.01267e+00  4.28571e-03
 1.01267e+00  2.85714e-03
 1.01267e+00  1.42857e-03
 1.01267e+00  0.00000e+00

 1.01443e+00  1.00000e-02
 1.01443e+00  8.57143e-03
 1.01443e+00  7.14286e-03
 1.01443e+00  5.71429e-03
 1.01443e+00  4.28571e-03
 1.01443e+00  2.85714e-03
 1.01443e+00  1.42857e-03
 1.01443e+00  0.00000e+00

 1.01655e+00  1.00000e-02
 1.01655e+00  8.57143e-03
 1.01655e+00  7.14286e-03
 1.01655e+00  5.71429e-03
 1.01655e+00  4.28571e-03
 1.01655e+00  2.85714e-03
 1.01655e+00  1.42857e-03
 1.01655e+00  0.00000e+00

 1.01909e+00  1.00000e-02
 1.01909e+00  8.57143e-03
 1.01909e+00  7.14286e-03
 1.01909e+00  5.71429e-03
 1.01909e+00  4.28571e-03
 1.01909e+00  2.85714e-03
 1.01909e+00  1.42857e-03
 1.01909e+00  0.00000e+00

 1.02214e+00  1.00000e-02
 1.02214e+00  8.57143e-03
 1.02214e+00  7.14286e-03
