-0.46194, 0.00876
-0.46225, 0.00822
-0.45541, 0.00797
-0.43306, 0.00896
-0.41614, 0.00858
-0.41744, 0.00816
-0.38041, 0.00865
-0.38228, 0.00835
-0.25906, 0.00808
-0.26062, 0.00757
-0.25823, 0.00739
-0.21799, 0.00813
-0.21425, 0.00761
-0.17791, 0.00785
-0.16945, 0.00778
-0.03129, 0.00763
0.19077, 0.00840
0.18901, 0.00785
0.20271, 0.00774
0.23382, 0.00845
0.24502, 0.00795
0.27490, 0.00824
0.27116, 0.00803
0.40814, 0.00852
0.39865, 0.00804
0.41679, 0.00782
0.42052, 0.00918
0.45039, 0.00850
0.46106, 0.00801
0.46159, 0.00906
0.49032, 0.00864
0.49333, 0.00815
0.48400, 0.00887
0.62471, 0.00872
0.62589, 0.00817
0.63460, 0.00922
0.66649, 0.00846
0.67484, 0.00901
0.66846, 0.00917
0.70403, 0.00851
0.70990, 0.00889
0.84370, 0.01024
0.84418, 0.00964
0.86343, 0.01092
0.86806, 0.01037
0.88727, 0.00977
0.90594, 0.01086
0.90942, 0.01023
0.92647, 0.01000
0.94141, 0.01064
0.92834, 0.01031
1.04951, 0.01235
1.04443, 0.01189
1.04836, 0.01164
1.07109, 0.01152
1.08734, 0.01230
1.09419, 0.01202
1.11379, 0.01172
1.13661, 0.01217
1.14412, 0.01284
1.15144, 0.01235
1.13931, 0.01177
1.18598, 0.01290
1.18598, 0.01237
1.22706, 0.01269
1.20839, 0.01248
1.23541, 0.01368
1.23452, 0.01317
1.26782, 0.01280
1.27560, 0.01372
1.27560, 0.01335
1.27560, 0.01299
1.31252, 0.01354
1.31696, 0.01311
1.30547, 0.01290
1.31978, 0.01561
1.30547, 0.01509
1.33509, 0.01478
1.33578, 0.01406
1.35934, 0.01463
1.36148, 0.01552
1.37268, 0.01510
1.38015, 0.01406
1.39508, 0.01448
1.40169, 0.01533
1.40428, 0.01597
1.40913, 0.01671
1.42069, 0.01613
1.41795, 0.01427
1.44363, 0.01535
1.45109, 0.01686
1.45856, 0.01631
1.45856, 0.01578
1.48257, 0.01556
1.48862, 0.01951
1.47424, 0.01903
1.49453, 0.01874
1.49248, 0.01664
1.49652, 0.01648
1.49497, 0.01831
1.50337, 0.01785
1.52795, 0.01946
1.53480, 0.01913
1.53137, 0.01876
1.54444, 0.01799
1.54907, 0.02277
1.54614, 0.02227
1.55191, 0.01839
1.56024, 0.02183
1.54444, 0.02157
1.55564, 0.02104
1.56951, 0.02094
1.56996, 0.01917
1.55938, 0.01897
1.58408, 0.02638
1.58445, 0.02590
1.58925, 0.02275
1.58667, 0.02240
1.59233, 0.02542
1.58178, 0.01823
1.59538, 0.02189
1.61259, 0.02116
1.61119, 0.02148
1.62659, 0.02632
1.62339, 0.02589
1.62146, 0.02254
1.63406, 0.02536
1.63032, 0.02224
1.64153, 0.02132
1.66061, 0.02606
1.67140, 0.02571
1.66891, 0.02551
1.69754, 0.02570
