(title "Pressure Coefficient vs. X-Coordinate")
(labels "X-Coordinate" "Pressure Coefficient")

((xy/key/label "wing")
0.988579	208.214
0.964117	148.156
0.964117	148.27
0.988579	208.272
0.933785	88.6696
0.933785	88.7322
0.903435	41.9676
0.903435	42.006
0.862592	-0.44303
0.862592	-0.421223
0.821721	-37.8517
0.821721	-37.8393
0.780825	-70.5501
0.780825	-70.5431
0.739905	-100.288
0.739905	-100.284
0.698963	-128.286
0.698963	-128.284
0.657997	-155.332
0.657997	-155.331
0.617009	-181.966
0.617009	-181.965
0.575999	-208.545
0.575999	-208.545
0.534965	-235.313
0.534965	-235.313
0.493908	-262.41
0.493908	-262.41
0.452828	-289.898
0.452828	-289.898
0.411726	-317.72
0.411726	-317.721
0.370603	-345.723
0.370603	-345.724
0.329465	-373.64
0.329465	-373.642
0.288319	-401.031
0.288319	-401.036
0.247178	-427.131
0.247178	-427.143
0.206065	-450.958
0.206065	-450.979
0.165018	-469.203
0.165018	-469.147
0.124114	-476.574
0.124114	-476.538
0.0835147	-462.546
0.0835147	-462.577
0.0548877	-421.752
0.0548877	-421.755
0.0377747	-357.753
0.0377747	-357.758
0.0263445	-266.513
0.0263445	-266.518
0.018219	-149.136
0.018219	-149.141
0.0131826	-21.3477
0.0131826	-21.3518
0.00985059	107.215
0.00985059	107.211
0.00741153	239.982
0.00741153	239.979
0.00551096	379.915
0.00551096	379.913
0.00398354	525.691
0.00398354	525.689
0.00274527	674.279
0.00274527	674.278
0.00175285	819.387
0.00175285	819.386
0.000986019	951.462
0.000986019	951.461
0.0004384	1057.3
0.0004384	1057.3
0.000109511	1126.96
0.000109511	1126.96
0	1152.2
0	1152.2
0.000109511	1126.97
0.000109511	1126.97
0.0004384	1057.31
0.0004384	1057.31
0.000986019	951.484
0.000986019	951.484
0.00175285	819.414
0.00175285	819.413
0.00274527	674.31
0.00274527	674.308
0.00398354	525.724
0.00398354	525.722
0.00551096	379.949
0.00551096	379.946
0.00741153	240.016
0.00741153	240.013
0.00985059	107.247
0.00985059	107.244
0.0131826	-21.3169
0.0131826	-21.3209
0.018219	-149.108
0.018219	-149.113
0.0263445	-266.489
0.0263445	-266.494
0.0377747	-357.733
0.0377747	-357.739
0.0548877	-421.737
0.0548877	-421.739
0.0835147	-462.536
0.0835147	-462.567
0.124114	-476.568
0.124114	-476.532
0.165018	-469.199
0.165018	-469.143
0.206065	-450.958
0.206065	-450.978
0.247178	-427.133
0.247178	-427.144
0.288319	-401.035
0.288319	-401.04
0.329465	-373.646
0.329465	-373.648
0.370603	-345.731
0.370603	-345.732
0.411726	-317.73
0.411726	-317.731
0.452828	-289.909
0.452828	-289.91
0.493908	-262.423
0.493908	-262.423
0.534965	-235.326
0.534965	-235.326
0.575999	-208.559
0.575999	-208.559
0.617009	-181.979
0.617009	-181.98
0.657997	-155.345
0.657997	-155.346
0.698963	-128.297
0.698963	-128.299
0.739905	-100.297
0.739905	-100.301
0.780825	-70.5559
0.780825	-70.5629
0.821721	-37.8536
0.821721	-37.8656
0.862592	-0.438166
0.862592	-0.459759
0.903435	41.9846
0.903435	41.945
0.933785	88.7076
0.933785	88.6357
0.964117	148.193
0.964117	148.103
0.988579	208.379
0.988579	208.157
0.988579	208.343
0.964117	148.173
0.933785	88.7026
0.903435	41.9871
0.862592	-0.430399
0.821721	-37.8429
0.780825	-70.5433
0.739905	-100.283
0.698963	-128.282
0.657997	-155.329
0.617009	-181.964
0.575999	-208.543
0.534965	-235.311
0.493908	-262.409
0.452828	-289.897
0.411726	-317.72
0.370603	-345.723
0.329465	-373.639
0.288319	-401.031
0.247178	-427.131
0.206065	-450.958
0.165018	-469.202
0.124114	-476.574
0.0835147	-462.546
0.0548877	-421.752
0.0377747	-357.753
0.0263445	-266.513
0.018219	-149.136
0.0131826	-21.3476
0.00985059	107.215
0.00741153	239.982
0.00551096	379.915
0.00398354	525.691
0.00274527	674.279
0.00175285	819.387
0.000986019	951.462
0.0004384	1057.3
0.000109511	1126.96
0	1152.2
0.000109511	1126.97
0.0004384	1057.31
0.000986019	951.484
0.00175285	819.414
0.00274527	674.31
0.00398354	525.724
0.00551096	379.949
0.00741153	240.016
0.00985059	107.247
0.0131826	-21.317
0.018219	-149.108
0.0263445	-266.489
0.0377747	-357.733
0.0548877	-421.737
0.0835147	-462.536
0.124114	-476.569
0.165018	-469.199
0.206065	-450.958
0.247178	-427.133
0.288319	-401.035
0.329465	-373.646
0.370603	-345.732
0.411726	-317.73
0.452828	-289.91
0.493908	-262.424
0.534965	-235.327
0.575999	-208.56
0.617009	-181.981
0.657997	-155.347
0.698963	-128.301
0.739905	-100.302
0.780825	-70.5622
0.821721	-37.8621
0.862592	-0.44942
0.903435	41.9696
0.933785	88.6881
0.964117	148.168
0.988579	208.352
0.988579	208.53
0.964117	148.304
0.933785	88.7984
0.903435	42.0451
0.862592	-0.395961
0.821721	-37.8217
0.780825	-70.5295
0.739905	-100.274
0.698963	-128.276
0.657997	-155.325
0.617009	-181.961
0.575999	-208.542
0.534965	-235.31
0.493908	-262.409
0.452828	-289.897
0.411726	-317.72
0.370603	-345.724
0.329465	-373.642
0.288319	-401.036
0.247178	-427.142
0.206065	-450.979
0.165018	-469.146
0.124114	-476.538
0.0835147	-462.577
0.0548877	-421.754
0.0377747	-357.758
0.0263445	-266.518
0.018219	-149.141
0.0131826	-21.3516
0.00985059	107.211
