
 1.00895e+00  0.00000e+00
 1.00912e+00 -1.18868e-03
 1.00932e+00 -2.61510e-03
 1.00955e+00 -4.32680e-03
 1.00984e+00 -6.38084e-03
 1.01018e+00 -8.84569e-03
 1.01059e+00 -1.18035e-02
 1.01108e+00 -1.53529e-02
 1.01167e+00 -1.96121e-02
 1.01237e+00 -2.47233e-02
 1.01322e+00 -3.08566e-02
 1.01424e+00 -3.82166e-02
 1.01546e+00 -4.70486e-02
 1.01693e+00 -5.76470e-02
 1.01869e+00 -7.03651e-02
 1.02080e+00 -8.56268e-02
 1.02333e+00 -1.03941e-01
 1.02637e+00 -1.25918e-01
 1.03002e+00 -1.52290e-01
 1.03440e+00 -1.83936e-01
 1.03965e+00 -2.21912e-01
 1.04595e+00 -2.67484e-01
 1.05352e+00 -3.22169e-01
 1.06260e+00 -3.87791e-01
 1.07349e+00 -4.66538e-01
 1.08656e+00 -5.61035e-01
 1.10026e+00 -6.60092e-01
 1.11397e+00 -7.59148e-01
 1.12767e+00 -8.58205e-01
 1.14137e+00 -9.57262e-01

 1.02933e+00  0.00000e+00
 1.02949e+00 -1.18868e-03
 1.02969e+00 -2.61510e-03
 1.02993e+00 -4.32680e-03
 1.03021e+00 -6.38084e-03
 1.03055e+00 -8.84569e-03
 1.03096e+00 -1.18035e-02
 1.03145e+00 -1.53529e-02
 1.03204e+00 -1.96121e-02
 1.03275e+00 -2.47233e-02
 1.03360e+00 -3.08566e-02
 1.03462e+00 -3.82166e-02
 1.03584e+00 -4.70486e-02
 1.03730e+00 -5.76470e-02
 1.03906e+00 -7.03651e-02
 1.04117e+00 -8.56268e-02
 1.04371e+00 -1.03941e-01
 1.04675e+00 -1.25918e-01
 1.05039e+00 -1.52290e-01
 1.05477e+00 -1.83936e-01
 1.06003e+00 -2.21912e-01
 1.06633e+00 -2.67484e-01
 1.07389e+00 -3.22169e-01
 1.08297e+00 -3.87791e-01
 1.09387e+00 -4.66538e-01
 1.10694e+00 -5.61035e-01
 1.12064e+00 -6.60092e-01
 1.13434e+00 -7.59148e-01
 1.14804e+00 -8.58205e-01
 1.16175e+00 -9.57262e-01

 1.05378e+00  0.00000e+00
 1.05394e+00 -1.18868e-03
 1.05414e+00 -2.61510e-03
 1.05438e+00 -4.32680e-03
 1.05466e+00 -6.38084e-03
 1.05500e+00 -8.84569e-03
 1.05541e+00 -1.18035e-02
 1.05590e+00 -1.53529e-02
 1.05649e+00 -1.96121e-02
 1.05720e+00 -2.47233e-02
 1.05805e+00 -3.08566e-02
 1.05906e+00 -3.82166e-02
 1.06029e+00 -4.70486e-02
 1.06175e+00 -5.76470e-02
 1.06351e+00 -7.03651e-02
 1.06562e+00 -8.56268e-02
 1.06816e+00 -1.03941e-01
 1.07120e+00 -1.25918e-01
 1.07484e+00 -1.52290e-01
 1.07922e+00 -1.83936e-01
 1.08448e+00 -2.21912e-01
 1.09078e+00 -2.67484e-01
 1.09834e+00 -3.22169e-01
 1.10742e+00 -3.87791e-01
 1.11831e+00 -4.66538e-01
 1.13139e+00 -5.61035e-01
 1.14509e+00 -6.60092e-01
 1.15879e+00 -7.59148e-01
 1.17249e+00 -8.58205e-01
 1.18620e+00 -9.57262e-01

 1.08312e+00  0.00000e+00
 1.08328e+00 -1.18868e-03
 1.08348e+00 -2.61510e-03
 1.08372e+00 -4.32680e-03
 1.08400e+00 -6.38084e-03
 1.08434e+00 -8.84569e-03
 1.08475e+00 -1.18035e-02
 1.08524e+00 -1.53529e-02
 1.08583e+00 -1.96121e-02
