0.988579	-194.516
0.964117	-190.47
0.964117	-190.455
0.988579	-194.499
0.932318	-200.76
0.932318	-200.75
0.900499	-213.102
0.900499	-213.094
0.859653	-227.929
0.859653	-227.919
0.818781	-245.227
0.818781	-245.219
0.777883	-264.781
0.777883	-264.773
0.736961	-284.176
0.736961	-284.171
0.696017	-298.124
0.696017	-298.122
0.65505	-306.159
0.65505	-306.157
0.61406	-314.799
0.61406	-314.796
0.573048	-330.386
0.573048	-330.38
0.532013	-356.088
0.532013	-356.081
0.490954	-392.943
0.490954	-392.937
0.449872	-441.2
0.449872	-441.194
0.408768	-500.94
0.408768	-500.935
0.367645	-572.158
0.367645	-572.155
0.326506	-655.461
0.326506	-655.458
0.28536	-752.107
0.28536	-752.105
0.24422	-864.361
0.24422	-864.36
0.20311	-997.067
0.20311	-997.065
0.16207	-1160.72
0.16207	-1160.72
0.121181	-1373.53
0.121181	-1373.53
0.080615	-1736.64
0.080615	-1736.63
0.0408891	-2167.53
0.0408891	-2167.48
0.00859515	-1778.03
0.00859515	-1778.16
0	-280.255
0	-280.255
0.00859515	825.052
0.00859515	825.093
0.0408891	831.317
0.0408891	831.274
0.080615	555.698
0.080615	555.693
0.121181	387.756
0.121181	387.755
0.16207	278.016
0.16207	278.016
0.20311	201.839
0.20311	201.839
0.24422	146.903
0.24422	146.902
0.28536	106.106
0.28536	106.106
0.326506	74.6527
0.326506	74.6527
0.367645	49.8325
0.367645	49.8325
0.408768	30.085
0.408768	30.0849
0.449872	14.2347
0.449872	14.2347
0.490954	1.21969
0.490954	1.21962
0.532013	-9.90708
0.532013	-9.9072
0.573048	-19.4764
0.573048	-19.4765
0.61406	-27.8328
0.61406	-27.833
0.65505	-35.495
0.65505	-35.4954
0.696017	-42.6783
0.696017	-42.6789
0.736961	-49.5613
0.736961	-49.5623
0.777883	-56.2778
0.777883	-56.2793
0.818781	-62.9429
0.818781	-62.9452
0.859653	-69.5606
0.859653	-69.5642
0.900499	-76.1958
0.900499	-76.2014
0.932318	-82.9646
0.932318	-82.9726
0.964117	-90.3163
0.964117	-90.3278
0.988579	-98.6316
0.988579	-98.6444
0.988579	-194.516
0.964117	-190.47
0.932318	-200.76
0.900499	-213.102
0.859653	-227.929
0.818781	-245.227
0.777883	-264.781
0.736961	-284.176
0.696017	-298.124
0.65505	-306.159
0.61406	-314.799
0.573048	-330.386
0.532013	-356.088
0.490954	-392.943
0.449872	-441.2
0.408768	-500.94
0.367645	-572.158
0.326506	-655.461
0.28536	-752.107
0.24422	-864.361
0.20311	-997.067
0.16207	-1160.72
0.121181	-1373.53
0.080615	-1736.64
0.0408891	-2167.53
0.00859515	-1778.03
0	-280.255
0.00859515	825.052
0.0408891	831.317
0.080615	555.698
0.121181	387.756
0.16207	278.016
0.20311	201.839
0.24422	146.903
0.28536	106.106
0.326506	74.6527
0.367645	49.8325
0.408768	30.085
0.449872	14.2347
0.490954	1.21969
0.532013	-9.90708
0.573048	-19.4764
0.61406	-27.8328
0.65505	-35.495
0.696017	-42.6783
0.736961	-49.5613
0.777883	-56.2778
0.818781	-62.9429
0.859653	-69.5606
0.900499	-76.1958
0.932318	-82.9646
0.964117	-90.3163
0.988579	-98.6316
0.988579	-194.499
0.964117	-190.455
0.932318	-200.75
0.900499	-213.094
0.859653	-227.919
0.818781	-245.219
0.777883	-264.773
0.736961	-284.171
0.696017	-298.122
0.65505	-306.157
0.61406	-314.796
0.573048	-330.38
0.532013	-356.081
0.490954	-392.937
0.449872	-441.194
0.408768	-500.935
0.367645	-572.155
0.326506	-655.458
0.28536	-752.105
0.24422	-864.36
0.20311	-997.065
0.16207	-1160.72
0.121181	-1373.53
0.080615	-1736.63
0.0408891	-2167.48
0.00859515	-1778.16
0	-280.255
0.00859515	825.093
0.0408891	831.274
0.080615	555.693
0.121181	387.755
0.16207	278.016
0.20311	201.839
0.24422	146.902
0.28536	106.106
0.326506	74.6527
0.367645	49.8325
0.408768	30.0849
0.449872	14.2347
0.490954	1.21962
0.532013	-9.9072
0.573048	-19.4765
0.61406	-27.833
0.65505	-35.4954
0.696017	-42.6789
0.736961	-49.5623
0.777883	-56.2793
0.818781	-62.9452
0.859653	-69.5642
0.900499	-76.2014
0.932318	-82.9726
0.964117	-90.3278
0.988579	-98.6444
